stem,date,video_path,tile_time_s,label,era,split,source_batch
CAMHDA301-20211115T181500,2021-11-15,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/15/CAMHDA301-20211115T181500.mp4,390,0,clear,val,clear_window_2021_2022
CAMHDA301-20211115T211500,2021-11-15,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/15/CAMHDA301-20211115T211500.mp4,300,0,clear,val,clear_window_2021_2022
CAMHDA301-20211115T211500,2021-11-15,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/15/CAMHDA301-20211115T211500.mp4,690,0,clear,val,clear_window_2021_2022
CAMHDA301-20211115T211500,2021-11-15,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/15/CAMHDA301-20211115T211500.mp4,420,0,clear,val,clear_window_2021_2022
CAMHDA301-20211115T211500,2021-11-15,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/15/CAMHDA301-20211115T211500.mp4,480,0,clear,val,clear_window_2021_2022
CAMHDA301-20211116T001500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T001500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T031500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T031500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T061500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T061500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T091500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T091500.mp4,480,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T091500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T091500.mp4,120,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T091500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T091500.mp4,180,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T091500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T091500.mp4,450,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T121500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T121500.mp4,810,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T121500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T121500.mp4,360,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T121500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T121500.mp4,300,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T121500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T121500.mp4,270,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T151500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T151500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T181500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T181500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211116T211500,2021-11-16,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/16/CAMHDA301-20211116T211500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211122T001500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T001500.mp4,810,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T001500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T001500.mp4,180,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T001500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T001500.mp4,780,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T001500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T001500.mp4,420,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T031500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T031500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211122T061500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T061500.mp4,780,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T061500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T061500.mp4,690,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T061500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T061500.mp4,480,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T061500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T061500.mp4,450,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T091500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T091500.mp4,810,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T091500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T091500.mp4,210,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T091500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T091500.mp4,300,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T091500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T091500.mp4,690,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T121500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T121500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211122T151500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T151500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211122T181500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T181500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211122T211500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T211500.mp4,840,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T211500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T211500.mp4,750,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T211500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T211500.mp4,120,0,clear,train,clear_window_2021_2022
CAMHDA301-20211122T211500,2021-11-22,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/22/CAMHDA301-20211122T211500.mp4,540,0,clear,train,clear_window_2021_2022
CAMHDA301-20211123T001500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T001500.mp4,270,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T001500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T001500.mp4,150,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T001500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T001500.mp4,840,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T001500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T001500.mp4,780,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T031500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T031500.mp4,540,1,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T061500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T061500.mp4,540,1,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T091500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T091500.mp4,150,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T091500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T091500.mp4,240,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T091500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T091500.mp4,270,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T091500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T091500.mp4,600,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T121500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T121500.mp4,630,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T121500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T121500.mp4,180,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T121500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T121500.mp4,720,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T121500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T121500.mp4,210,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T151500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T151500.mp4,570,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T151500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T151500.mp4,750,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T151500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T151500.mp4,690,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T151500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T151500.mp4,330,0,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T181500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T181500.mp4,540,1,clear,test,tuesdays_2021_2024
CAMHDA301-20211123T211500,2021-11-23,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/23/CAMHDA301-20211123T211500.mp4,540,1,clear,test,tuesdays_2021_2024
CAMHDA301-20211129T001500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T001500.mp4,540,1,clear,val,clear_window_2021_2022
CAMHDA301-20211129T031500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T031500.mp4,360,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T031500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T031500.mp4,600,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T031500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T031500.mp4,240,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T031500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T031500.mp4,840,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T061500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T061500.mp4,30,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T061500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T061500.mp4,540,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T061500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T061500.mp4,660,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T061500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T061500.mp4,840,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T091500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T091500.mp4,660,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T091500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T091500.mp4,300,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T091500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T091500.mp4,120,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T091500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T091500.mp4,630,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T121500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T121500.mp4,540,1,clear,val,clear_window_2021_2022
CAMHDA301-20211129T151500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T151500.mp4,540,1,clear,val,clear_window_2021_2022
CAMHDA301-20211129T181500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T181500.mp4,630,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T181500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T181500.mp4,300,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T181500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T181500.mp4,840,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T181500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T181500.mp4,780,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T211500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T211500.mp4,750,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T211500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T211500.mp4,510,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T211500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T211500.mp4,570,0,clear,val,clear_window_2021_2022
CAMHDA301-20211129T211500,2021-11-29,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/29/CAMHDA301-20211129T211500.mp4,780,0,clear,val,clear_window_2021_2022
CAMHDA301-20211130T001500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T001500.mp4,840,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T001500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T001500.mp4,660,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T001500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T001500.mp4,330,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T001500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T001500.mp4,90,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T031500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T031500.mp4,720,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T031500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T031500.mp4,30,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T031500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T031500.mp4,540,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T031500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T031500.mp4,480,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T061500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T061500.mp4,750,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T061500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T061500.mp4,510,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T061500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T061500.mp4,780,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T061500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T061500.mp4,390,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T091500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T091500.mp4,480,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T091500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T091500.mp4,450,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T091500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T091500.mp4,330,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T091500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T091500.mp4,750,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T121500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T121500.mp4,240,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T121500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T121500.mp4,90,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T121500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T121500.mp4,600,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T121500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T121500.mp4,480,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T151500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T151500.mp4,330,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T151500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T151500.mp4,720,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T151500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T151500.mp4,810,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T151500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T151500.mp4,390,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T181500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T181500.mp4,270,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T181500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T181500.mp4,240,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T181500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T181500.mp4,660,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T181500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T181500.mp4,540,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211130T211500,2021-11-30,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/11/30/CAMHDA301-20211130T211500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211206T001500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T001500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T031500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T031500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T061500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T061500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T091500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T091500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T121500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T121500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T151500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T151500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T181500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T181500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211206T211500,2021-12-06,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/06/CAMHDA301-20211206T211500.mp4,540,1,clear,train,clear_window_2021_2022
CAMHDA301-20211207T001500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T001500.mp4,120,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T001500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T001500.mp4,540,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T001500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T001500.mp4,300,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T001500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T001500.mp4,660,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T031500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T031500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T061500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T061500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T091500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T091500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T121500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T121500.mp4,540,1,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T151500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T151500.mp4,660,0,clear,train,tuesdays_2021_2024
CAMHDA301-20211207T151500,2021-12-07,/home/jovyan/ooi/san_data/RS03ASHS-PN03B-06-CAMHDA301/2021/12/07/CAMHDA301-20211207T151500.mp4,570,0,clear,train,tuesdays_2021_2024
